fpType,relIndex,absIndex,fpName,smarts
kroth,792,4179,Un4179,[!#1]OP(=O)([OH])O[!#1]
kroth,793,4187,Un4187,[!#1]P(=O)(O[CH3])O[CH3]
kroth,794,4197,Un4197,[!#1]S(=O)(=O)[CH2][CH3]
kroth,795,4207,Un4207,[!#1]S(=O)(=O)[NH][CH]([CH3])[CH3]
kroth,796,4218,Un4218,[!#1]S(=O)(=O)[NH][CH3]
kroth,797,4223,Un4223,[!#1]S(=O)(=O)[NH2]
kroth,798,4243,Un4243,[!#1]S(=O)(=O)c1[cH][cH]c(Br)[cH][cH]1
kroth,799,4255,Un4255,[!#1]S(=O)(=O)N([CH2][CH3])[CH2][CH3]
kroth,800,4256,Un4256,[!#1]S(=O)(=O)N([CH3])[CH3]
kroth,801,4257,Un4257,[!#1]S(=O)(=O)N1[CH2][CH2][CH2][CH2][CH2]1
kroth,802,4263,Un4263,[!#1]S[!#1]
kroth,803,4264,Un4264,[!#1]S[CH]([!#1])[!#1]
kroth,804,4270,Un4270,[!#1]S[CH2][CH2][NH2]
kroth,805,4271,Un4271,[!#1]S[CH2][CH2][OH]
kroth,806,4282,Un4282,[!#1]S[CH2]C(=O)[OH]
kroth,807,4287,Un4287,[!#1]SC(=[NH])[NH2]
kroth,808,4295,Un4295,[!#1]S(c1nc2[cH][cH][cH][cH]c2s1) ( [!#1]Sc1nc2[cH][cH][cH][cH]c2s1)
kroth,809,4298,Un4298,[O-][N+](=O)c1cc(C=O)cc(c1)[N+](=O)[O-]
kroth,810,4313,Un4313,[O-][N+](=O)c1ccc(C=O)cc1
kroth,811,4321,Un4321,[O-][N+](=O)c1ccc(Cl)cc1
kroth,812,4323,Un4323,[O-][N+](=O)c1ccc(NC=O)cc1
kroth,813,4328,Un4328,[O-][N+](=O)c1cccc(Br)c1
kroth,814,4329,Un4329,[O-][N+](=O)c1cccc(C=N)c1
kroth,815,4331,Un4331,[O-][N+](=O)c1cccc(C=O)c1
kroth,816,4333,Un4333,[O-][N+](=O)c1cccc(c1)[N+](=O)[O-]
kroth,817,4334,Un4334,[O-][N+](=O)c1cccc(c1)C(F)(F)F
kroth,818,4335,Un4335,[O-][N+](=O)c1cccc(c1)S(=O)=O
kroth,819,4336,Un4336,[O-][N+](=O)c1cccc(Cl)c1
kroth,820,4345,Un4345,[O-][N+](=O)c1ccccc1C=O
kroth,821,4349,Un4349,[O-][N+](=O)c1ccccc1S(=O)=O
kroth,822,4357,Un4357,[OH]
kroth,823,4358,Un4358,Br
kroth,824,4369,Un4369,Brc1ccc(C=O)o1
kroth,825,4375,Un4375,Brc1cccc(C=O)c1
kroth,826,4377,Un4377,Brc1ccccc1
kroth,827,4380,Un4380,Brc1cccnc1
kroth,828,4387,Un4387,C(c1ccccc1)c2ccccc2
kroth,829,4392,Un4392,C[N+](=O)[O-]
kroth,830,4395,Un4395,C=C(C#N)C#N
kroth,831,4396,Un4396,C=C(NC=O)C=O
kroth,832,4409,Un4409,C=C1SC(=O)NC1=O
kroth,833,4418,Un4418,C=CC=O
kroth,834,4423,Un4423,C=NCCCCCCN=C
kroth,835,4433,Un4433,C=O
kroth,836,4451,Un4451,C1c2ccccc2-c3ccccc13
kroth,837,4457,Un4457,C1CC(CCN1)c2ccccc2
kroth,838,4460,Un4460,c1cc(n[nH]1)c2ccccc2
kroth,839,4489,Un4489,C1Cc2ccccc2CN1
kroth,840,4491,Un4491,c1cc2ccccc2n1c3ccccc3
kroth,841,4492,Un4492,C1Cc2ccccc2Nc3ccccc13
kroth,842,4495,Un4495,c1cc2cccnc2s1
kroth,843,4510,Un4510,c1ccc(cc1)c2ccc3ccccc3n2
kroth,844,4519,Un4519,c1ccc(cc1)c2nc3ccccc3[nH]2
kroth,845,4521,Un4521,c1ccc(cc1)c2nc3ccccc3o2
kroth,846,4527,Un4527,c1ccc(cc1)n2nc3ccccc3n2
kroth,847,4528,Un4528,C1CCC=CC1
kroth,848,4540,Un4540,C1CCc2c(C1)sc3ncncc23
kroth,849,4541,Un4541,C1CCC2C(NCCC2C1)c3ccccc3
kroth,850,4553,Un4553,c1ccc2ncncc2c1
kroth,851,4555,Un4555,c1ccc2nsnc2c1
kroth,852,4558,Un4558,C1CCCCC1
kroth,853,4564,Un4564,C1CCNC1
kroth,854,4567,Un4567,c1ccoc1
kroth,855,4569,Un4569,c1ccsc1
kroth,856,4571,Un4571,C1CN(CCN1)c2ccccc2
kroth,857,4572,Un4572,C1CN(CCN1)c2ccccn2
kroth,858,4573,Un4573,C1CN(CCO1)c2ccccc2
kroth,859,4576,Un4576,c1cn(nc1c2ccccc2)c3ccccc3
kroth,860,4588,Un4588,c1cncnc1
kroth,861,4591,Un4591,c1cnon1
kroth,862,4593,Un4593,C1COC(C1)n2cnc3cncnc23
kroth,863,4611,Un4611,c1nc(cs1)c2ccccc2
kroth,864,4613,Un4613,c1nc[nH]n1
kroth,865,4616,Un4616,c1nc2ccccc2s1
kroth,866,4625,Un4625,c1nncn1c2ccccc2
kroth,867,4627,Un4627,c1nncs1
kroth,868,4629,Un4629,c1nnnn1c2ccccc2
kroth,869,4631,Un4631,CBr
kroth,870,4687,Un4687,CC(=O)c1ccc(Cl)cc1
kroth,871,4691,Un4691,CC(=O)c1ccccc1
kroth,872,4693,Un4693,CC(=O)c1ccccc1O
kroth,873,4703,Un4703,CC(=O)N
kroth,874,4710,Un4710,CC(=O)NCC(=O)N
kroth,875,4736,Un4736,CC(=O)O
kroth,876,4739,Un4739,CC(=O)OCC=O
kroth,877,4742,Un4742,CC(Br)C(=O)N
kroth,878,4747,Un4747,CC(C)(C)C=O
kroth,879,4756,Un4756,CC(C)(C)c1cccc(c1O)C(C)(C)C
kroth,880,4759,Un4759,CC(C)(C)CC=C
kroth,881,4768,Un4768,CC(C)(C)O
kroth,882,4770,Un4770,CC(C)(C)S
kroth,883,4774,Un4774,CC(C)(CCC=O)C=O
kroth,884,4781,Un4781,CC(C)C(NC=O)C(=O)O
kroth,885,4788,Un4788,CC(C)C1CCC(C)CC1O
kroth,886,4795,Un4795,CC(C)CC(=O)O
kroth,887,4797,Un4797,CC(C)CC(C)O
kroth,888,4798,Un4798,CC(C)CC=O
kroth,889,4800,Un4800,CC(C)CCC(=O)O
kroth,890,4801,Un4801,CC(C)CCC=O
kroth,891,4802,Un4802,CC(C)CCCC(C)C
kroth,892,4803,Un4803,CC(C)CCO
kroth,893,4806,Un4806,CC(C)CNC=O
kroth,894,4807,Un4807,CC(C)CO
kroth,895,4808,Un4808,CC(C)COC=O
kroth,896,4810,Un4810,CC(C)N
kroth,897,4813,Un4813,CC(C)NCC(=O)N
kroth,898,4814,Un4814,CC(C)NCC(O)CO
kroth,899,4816,Un4816,CC(C)O
kroth,900,4817,Un4817,CC(C)OC(=O)N
kroth,901,4818,Un4818,CC(C)OC=O
kroth,902,4822,Un4822,CC(N)C(=O)O
kroth,903,4823,Un4823,CC(N)c1ccccc1
kroth,904,4824,Un4824,CC(NC(=O)CO)C(=O)O
kroth,905,4825,Un4825,CC(NC(=O)OC(C)(C)C)C(=O)O
kroth,906,4836,Un4836,CC(O)C(O)C(O)CO
kroth,907,4837,Un4837,CC(O)c1ccc(cc1)[N+](=O)[O-]
kroth,908,4838,Un4838,CC(O)c1ccccc1
kroth,909,4843,Un4843,CC(O)CN(C)C
kroth,910,4848,Un4848,CC=C
kroth,911,4849,Un4849,CC=CC(=O)C
kroth,912,4863,Un4863,CC=O
kroth,913,4877,Un4877,CC1(C)CCCC(C)(C)N1
kroth,914,4882,Un4882,CC1(O)CCCCC1
kroth,915,4886,Un4886,Cc1[nH]c2ccccc2c1C
kroth,916,4887,Un4887,CC1=CC(NC(=O)N1)c2ccccc2
kroth,917,4898,Un4898,Cc1c[nH]c2ccccc12
kroth,918,4902,Un4902,Cc1cc(=O)n(c2ccccc2)n1C
kroth,919,4904,Un4904,Cc1cc(=O)oc2ccccc12
kroth,920,4909,Un4909,Cc1cc(C)[nH]n1
kroth,921,4928,Un4928,Cc1cc(O)cc(O)c1
kroth,922,4933,Un4933,Cc1ccc(Br)cc1
kroth,923,4934,Un4934,Cc1ccc(Br)s1
kroth,924,4938,Un4938,Cc1ccc(C)n1c2ccccc2
kroth,925,4944,Un4944,Cc1ccc(cc1)[N+](=O)[O-]
kroth,926,4945,Un4945,Cc1ccc(cc1)C(=O)O
kroth,927,4946,Un4946,Cc1ccc(cc1)C(F)(F)F
kroth,928,4950,Un4950,Cc1ccc(cc1)S(=O)(=O)N
kroth,929,4951,Un4951,Cc1ccc(cc1)S(=O)=O
kroth,930,4954,Un4954,Cc1ccc(Cl)cc1
kroth,931,4956,Un4956,Cc1ccc(F)cc1
kroth,932,4961,Un4961,Cc1ccc(NC=O)cc1
kroth,933,4962,Un4962,Cc1ccc(O)c(C)c1
kroth,934,4967,Un4967,Cc1ccc(O)c(O)c1
kroth,935,4971,Un4971,Cc1ccc(o1)[N+](=O)[O-]
kroth,936,4977,Un4977,Cc1ccc2ccccc2n1
kroth,937,4979,Un4979,Cc1ccc2ncsc2c1
kroth,938,4981,Un4981,Cc1cccc(Br)c1
kroth,939,4988,Un4988,Cc1cccc(c1)[N+](=O)[O-]
kroth,940,4990,Un4990,Cc1cccc(c1)C(=O)O
kroth,941,4999,Un4999,Cc1cccc(O)c1
kroth,942,5004,Un5004,Cc1ccccc1C
kroth,943,5007,Un5007,Cc1ccccc1Cl
kroth,944,5008,Un5008,Cc1ccccc1F
kroth,945,5013,Un5013,Cc1ccccc1NS(=O)=O
kroth,946,5014,Un5014,Cc1ccccc1O
kroth,947,5015,Un5015,Cc1ccccc1S(=O)(=O)O
kroth,948,5028,Un5028,Cc1ccsc1C
kroth,949,5033,Un5033,Cc1cscn1
kroth,950,5038,Un5038,Cc1nc2ccccc2s1
kroth,951,5047,Un5047,Cc1scc(C=O)c1C
kroth,952,5051,Un5051,CCC(=O)C
kroth,953,5055,Un5055,CCC(=O)N
kroth,954,5057,Un5057,CCC(=O)NC(C)C
kroth,955,5066,Un5066,CCC(C)(C)CC(=O)C
kroth,956,5067,Un5067,CCC(C)C
kroth,957,5070,Un5070,CCC(C)NC=O
kroth,958,5075,Un5075,CCC(N)C(=O)O
kroth,959,5076,Un5076,CCC=C(C)C
kroth,960,5088,Un5088,CCc1ccc(O)c(O)c1
kroth,961,5090,Un5090,CCc1ccccc1
kroth,962,5091,Un5091,CCC1CCCCN1
kroth,963,5096,Un5096,CCc1nc2ccccc2cc1C
kroth,964,5098,Un5098,CCc1nnc(N)s1
kroth,965,5107,Un5107,CCCC(O)CO
kroth,966,5109,Un5109,CCCC=O
kroth,967,5111,Un5111,CCCc1ccc(O)cc1
kroth,968,5114,Un5114,CCCCC
kroth,969,5115,Un5115,CCCCC(=O)N
kroth,970,5116,Un5116,CCCCC(=O)O
kroth,971,5118,Un5118,CCCCc1ccccc1
kroth,972,5120,Un5120,CCCCCC
kroth,973,5125,Un5125,CCCCCC(C)NC=O
kroth,974,5129,Un5129,CCCCCCC=O
kroth,975,5130,Un5130,CCCCCCCC
kroth,976,5135,Un5135,CCCCCCO
kroth,977,5137,Un5137,CCCCCN
kroth,978,5138,Un5138,CCCCCO
kroth,979,5139,Un5139,CCCCCOC=O
kroth,980,5140,Un5140,CCCCl
kroth,981,5145,Un5145,CCCCO
kroth,982,5147,Un5147,CCCCS
kroth,983,5148,Un5148,CCCN
kroth,984,5150,Un5150,CCCNC=O
kroth,985,5151,Un5151,CCCNS(=O)=O
kroth,986,5157,Un5157,CCl
kroth,987,5158,Un5158,CCN
kroth,988,5160,Un5160,CCN(C)CC
kroth,989,5164,Un5164,CCN(CC)C=O
kroth,990,5165,Un5165,CCN(CC)CC
kroth,991,5166,Un5166,CCN(CC)CC(=O)N
kroth,992,5171,Un5171,CCN(CC)CCN
kroth,993,5172,Un5172,CCN(CC)CCNC=O
kroth,994,5175,Un5175,CCN(CCO)C=O
kroth,995,5180,Un5180,CCN1CCOCC1
kroth,996,5183,Un5183,CCNC(=O)C
kroth,997,5185,Un5185,CCNC(=O)CC
kroth,998,5190,Un5190,CCNCC
kroth,999,5193,Un5193,CCNCC=O
kroth,1000,5195,Un5195,CCNS(=O)=O
kroth,1001,5196,Un5196,CCO
kroth,1002,5197,Un5197,CCOC
kroth,1003,5198,Un5198,CCOC(=O)C
kroth,1004,5203,Un5203,CCOC(=O)CC
kroth,1005,5206,Un5206,CCOC(=O)CC=O
kroth,1006,5209,Un5209,CCOC(=O)CNC=O
kroth,1007,5210,Un5210,CCOC(=O)CS
kroth,1008,5211,Un5211,CCOC(=O)N
kroth,1009,5217,Un5217,CCS
kroth,1010,5224,Un5224,CCSC
kroth,1011,5226,Un5226,CCSC(C)C
kroth,1012,5228,Un5228,CCSCC
kroth,1013,5242,Un5242,ClC(Cl)Cl
kroth,1014,5243,Un5243,Clc1c(C=O)sc2ccccc12
kroth,1015,5244,Un5244,Clc1cc(Cl)cc(C=O)c1
kroth,1016,5257,Un5257,Clc1ccc(cc1)S(=O)=O
kroth,1017,5260,Un5260,Clc1ccc(Cl)c(Cl)c1
kroth,1018,5265,Un5265,Clc1ccc(NC=O)cc1
kroth,1019,5272,Un5272,Clc1cccc(C=O)c1
kroth,1020,5275,Un5275,Clc1cccc(NC=O)c1
kroth,1021,5276,Un5276,Clc1cccc2ccccc12
kroth,1022,5278,Un5278,Clc1ccccc1Br
kroth,1023,5280,Un5280,Clc1ccccc1C=O
kroth,1024,5282,Un5282,Clc1ccccc1NC=O
kroth,1025,5284,Un5284,Clc1cccnc1
kroth,1026,5287,Un5287,Clc1ncncn1
kroth,1027,5289,Un5289,ClCCl
kroth,1028,5302,Un5302,CN(C)CC=O
kroth,1029,5306,Un5306,CN(C)CCCOC=O
kroth,1030,5307,Un5307,CN(C)CCOC=O
kroth,1031,5313,Un5313,CN(CCO)CCO
kroth,1032,5318,Un5318,CN1C(=O)c2ccccc2C1=O
kroth,1033,5323,Un5323,CN1CCCCC1
kroth,1034,5330,Un5330,CN1CCOCC1
kroth,1035,5334,Un5334,CNC
kroth,1036,5339,Un5339,CNC(=O)CCl
kroth,1037,5350,Un5350,CNC=O
kroth,1038,5351,Un5351,CNc1ccccc1
kroth,1039,5354,Un5354,CNCC(C)O
kroth,1040,5364,Un5364,CO
kroth,1041,5372,Un5372,COC(=O)CCC(=O)O
kroth,1042,5375,Un5375,COC(=O)CO
kroth,1043,5379,Un5379,COC=O
kroth,1044,5381,Un5381,COc1cc(C=NNC=O)ccc1O
kroth,1045,5382,Un5382,COc1cc(cc(OC)c1OC)C(=O)N
kroth,1046,5393,Un5393,COc1ccc(cc1)C(=O)N
kroth,1047,5395,Un5395,COc1ccc(Cl)cc1Cl
kroth,1048,5402,Un5402,COc1cccc(Br)c1
kroth,1049,5404,Un5404,COc1cccc(c1)[N+](=O)[O-]
kroth,1050,5412,Un5412,COc1ccccc1N2CCNCC2
kroth,1051,5414,Un5414,COc1ccccc1OC
kroth,1052,5423,Un5423,COCC(C)O
kroth,1053,5426,Un5426,COS(=O)=O
kroth,1054,5428,Un5428,CS(=O)(=O)c1ccccc1
kroth,1055,5452,Un5452,FC(F)(F)c1cccc(c1)S(=O)=O
kroth,1056,5453,Un5453,FC(F)(F)c1cccc(NC=O)c1
kroth,1057,5454,Un5454,FC(F)(F)c1ccccc1
kroth,1058,5458,Un5458,FC(F)(F)S
kroth,1059,5461,Un5461,FC(F)F
kroth,1060,5462,Un5462,Fc1cc(F)c(F)c(F)c1F
kroth,1061,5469,Un5469,Fc1ccc(cc1)N2CCNCC2
kroth,1062,5470,Un5470,Fc1ccc(NC=O)cc1
kroth,1063,5472,Un5472,Fc1cccc(C=O)c1
kroth,1064,5473,Un5473,Fc1cccc(F)c1
kroth,1065,5474,Un5474,Fc1cccc(F)c1C=O
kroth,1066,5476,Un5476,Fc1ccccc1C=N
kroth,1067,5478,Un5478,Fc1ccccc1C=O
kroth,1068,5483,Un5483,Ic1ccc(NC=O)cc1
kroth,1069,5484,Un5484,Ic1cccc(C=O)c1
kroth,1070,5485,Un5485,Ic1ccccc1
kroth,1071,5486,Un5486,Ic1ccccc1C=O
kroth,1072,5491,Un5491,N(=Nc1ccccc1)c2ccccc2
kroth,1073,5496,Un5496,N=C(c1ccccc1)c2ccccc2
kroth,1074,5529,Un5529,N1c2ccccc2S(c3ccccc13) ( N1c2ccccc2Sc3ccccc13)
kroth,1075,5544,Un5544,NC(=O)C(F)(F)F
kroth,1076,5548,Un5548,NC(=O)C=CC(=O)O
kroth,1077,5550,Un5550,NC(=O)C=Cc1ccccc1
kroth,1078,5563,Un5563,NC(=O)c1ccc(cc1)[N+](=O)[O-]
kroth,1079,5567,Un5567,NC(=O)c1ccc(Cl)cc1
kroth,1080,5571,Un5571,NC(=O)c1ccc(N)cc1
kroth,1081,5575,Un5575,NC(=O)c1cccc(c1)[N+](=O)[O-]
kroth,1082,5580,Un5580,NC(=O)c1ccccc1C(=O)O
kroth,1083,5582,Un5582,NC(=O)c1ccccc1F
kroth,1084,5584,Un5584,NC(=O)c1ccco1
kroth,1085,5585,Un5585,NC(=O)c1cccs1
kroth,1086,5590,Un5590,NC(=O)CC=O
kroth,1087,5591,Un5591,NC(=O)CCC(=O)O
kroth,1088,5593,Un5593,NC(=O)CCCC(=O)O
kroth,1089,5601,Un5601,NC(=O)N
kroth,1090,5631,Un5631,NC(=S)NNC=O
kroth,1091,5633,Un5633,NC(CO)CO
kroth,1092,5651,Un5651,Nc1ccc(C=O)cc1
kroth,1093,5654,Un5654,Nc1ccc(cc1)S(=O)(=O)N
kroth,1094,5655,Un5655,Nc1ccc(cc1)S(=O)=O
kroth,1095,5656,Un5656,Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
kroth,1096,5661,Un5661,Nc1ccc(I)cc1
kroth,1097,5666,Un5666,Nc1cccc(c1)C(F)(F)F
kroth,1098,5667,Un5667,Nc1cccc(Cl)c1
kroth,1099,5670,Un5670,Nc1cccc2ccccc12
kroth,1100,5673,Un5673,Nc1ccccc1[N+](=O)[O-]
kroth,1101,5674,Un5674,Nc1ccccc1C(=O)O
kroth,1102,5689,Un5689,NCC(=O)N
kroth,1103,5692,Un5692,NCC(O)CO
kroth,1104,5694,Un5694,NCC=O
kroth,1105,5695,Un5695,NCc1ccccc1
kroth,1106,5696,Un5696,NCc1ccco1
kroth,1107,5700,Un5700,NCCCC(=O)O
kroth,1108,5701,Un5701,NCCCO
kroth,1109,5702,Un5702,NCCN
kroth,1110,5703,Un5703,NCCO
kroth,1111,5704,Un5704,NCCS
kroth,1112,5720,Un5720,Nn1cnnc1
kroth,1113,5722,Un5722,NNC(=O)CO
kroth,1114,5724,Un5724,NNC(=S)N
kroth,1115,5725,Un5725,NNC=O
kroth,1116,5727,Un5727,NNS(=O)=O
kroth,1117,5731,Un5731,NS(=O)(=O)c1ccc(cc1)c2ccccc2
kroth,1118,5734,Un5734,NS(=O)(=O)c1ccccc1
kroth,1119,5736,Un5736,NS(=O)=O
kroth,1120,5757,Un5757,O=c1[nH]cnc2n(cnc12)C3CCCO3
kroth,1121,5764,Un5764,O=c1c(coc2ccccc12)c3ccccc3
kroth,1122,5769,Un5769,O=C1C=CC(=O)N1c2ccccc2
kroth,1123,5791,Un5791,O=c1cc[nH]c(=O)[nH]1
kroth,1124,5805,Un5805,O=c1cccc[nH]1
kroth,1125,5819,Un5819,O=C1CCCN1
kroth,1126,5820,Un5820,O=C1CCCN1c2ccccc2
kroth,1127,5822,Un5822,O=c1ccn(C2CCCO2)c(=O)[nH]1
kroth,1128,5824,Un5824,O=c1ccnc[nH]1
kroth,1129,5825,Un5825,O=c1ccnc2ccccn12
kroth,1130,5827,Un5827,O=c1cn[nH]c(=O)[nH]1
kroth,1131,5829,Un5829,O=c1cnc2ccccc2[nH]1
kroth,1132,5830,Un5830,O=C1CNc2ccccc2N1
kroth,1133,5832,Un5832,O=C1CSC(=S)N1
kroth,1134,5837,Un5837,O=C1N(C(=O)c2ccccc12)c3ccccc3
kroth,1135,5839,Un5839,O=c1n(cnc2ccccc12)c3ccccc3
kroth,1136,5847,Un5847,O=C1NC(=O)c2cccc3cccc1c23
kroth,1137,5848,Un5848,O=C1NC(=O)c2ccccc12
kroth,1138,5854,Un5854,O=c1nc[nH]c2ccccc12
kroth,1139,5858,Un5858,O=C1Nc2ccccc2C1=O
kroth,1140,5861,Un5861,O=c1nccc[nH]1
kroth,1141,5868,Un5868,O=C1OC(c2ccccc12)(c3ccccc3)c4ccccc4
kroth,1142,5899,Un5899,O=Cc1cccc(c1)S(=O)=O
kroth,1143,5905,Un5905,O=Cc1ccccc1S(=O)=O
kroth,1144,5907,Un5907,O=Cc1cccnc1
kroth,1145,5908,Un5908,O=Cc1ccco1
kroth,1146,5909,Un5909,O=Cc1cccs1
kroth,1147,5914,Un5914,O=Cc1cncs1
kroth,1148,5918,Un5918,O=CCC(NC=O)c1ccccc1
kroth,1149,5928,Un5928,O=CCCc1c[nH]c2ccccc12
kroth,1150,5929,Un5929,O=CCCc1ccccc1
kroth,1151,5933,Un5933,O=CCCCCCCC=O
kroth,1152,5935,Un5935,O=CCCNC(=S)SCC=O
kroth,1153,5949,Un5949,O=CN1CCNCC1
kroth,1154,5950,Un5950,O=CN1CCOCC1
kroth,1155,5960,Un5960,O=CNC1CCCCC1
kroth,1156,5964,Un5964,O=CNCCCCNC=O
kroth,1157,5968,Un5968,O=CNCOC=O
kroth,1158,5994,Un5994,O=S(=O)(c1ccccc1)c2ccccc2
kroth,1159,5997,Un5997,O=S(=O)c1ccc2ccccc2c1
kroth,1160,5999,Un5999,O=S(=O)c1ccccc1
kroth,1161,6001,Un6001,O=S(=O)N1CCCCC1
kroth,1162,6003,Un6003,O=S(=O)N1CCOCC1
kroth,1163,6006,Un6006,O=S(=O)NC1CCCCC1
kroth,1164,6009,Un6009,O=S(=O)Nc1nccs1
kroth,1165,6014,Un6014,O=S1(=O)CCCC1
kroth,1166,6018,Un6018,OC(=O)C=C
kroth,1167,6030,Un6030,OC(=O)c1ccc(C=O)c(C=O)c1
kroth,1168,6033,Un6033,OC(=O)c1ccc(cc1)C(=O)O
kroth,1169,6034,Un6034,OC(=O)c1ccc(cc1)c2ccccc2
kroth,1170,6041,Un6041,OC(=O)c1ccc(O)cc1
kroth,1171,6046,Un6046,OC(=O)c1cccc(Br)c1
kroth,1172,6047,Un6047,OC(=O)c1cccc(c1)[N+](=O)[O-]
kroth,1173,6048,Un6048,OC(=O)c1cccc(c1)C(=O)O
kroth,1174,6054,Un6054,OC(=O)c1ccccc1C(=O)O
kroth,1175,6058,Un6058,OC(=O)c1ccccc1O
kroth,1176,6062,Un6062,OC(=O)c1cnccn1
kroth,1177,6067,Un6067,OC(=O)Cc1ccccc1
kroth,1178,6072,Un6072,OC(=O)CCc1c[nH]c2ccccc12
kroth,1179,6075,Un6075,OC(=O)CCCC=O
kroth,1180,6082,Un6082,OC(=O)CCNC=O
kroth,1181,6086,Un6086,OC(=O)CNC=O
kroth,1182,6087,Un6087,OC(=O)CNCC(=O)O
kroth,1183,6088,Un6088,OC(=O)CNS(=O)=O
kroth,1184,6105,Un6105,OC1C(=O)Nc2ccccc12
kroth,1185,6106,Un6106,Oc1c(Br)cccc1Br
kroth,1186,6116,Un6116,Oc1cc(O)cc(O)c1
kroth,1187,6125,Un6125,Oc1ccc(C=O)cc1
kroth,1188,6133,Un6133,Oc1ccc(cc1)S(=O)=O
kroth,1189,6136,Un6136,Oc1ccc(CCC=O)cc1
kroth,1190,6137,Un6137,Oc1ccc(Cl)cc1
kroth,1191,6140,Un6140,Oc1ccc(Cl)cc1C=O
kroth,1192,6143,Un6143,Oc1ccc(NC=O)cc1
kroth,1193,6159,Un6159,Oc1cccc(NC=O)c1
kroth,1194,6165,Un6165,OC1CCCCC1
kroth,1195,6170,Un6170,Oc1ccccc1C=NNC=O
kroth,1196,6171,Un6171,Oc1ccccc1C=O
kroth,1197,6212,Un6212,OCC(=O)OCC=O
kroth,1198,6228,Un6228,OCCc1ccccc1
kroth,1199,6229,Un6229,OCCCC=O
kroth,1200,6230,Un6230,OCCCl
kroth,1201,6236,Un6236,OCCNS(=O)=O
kroth,1202,6237,Un6237,OCCO
kroth,1203,6238,Un6238,OCCOC=O
kroth,1204,6240,Un6240,OCCS(=O)=O
kroth,1205,6242,Un6242,ON=C
kroth,1206,6244,Un6244,OP(=O)(O)O
kroth,1207,6250,Un6250,OS(=O)=O
kroth,1208,6255,Un6255,S=c1[nH]c2ccccc2s1
kroth,1209,6256,Un6256,S=C1NC=CC(N1)c2ccccc2
kroth,1210,6264,Un6264,SCC=O
kroth,1211,6266,Un6266,SCCC=O
ecfp6,1212,6275,Un6275,ECFP6:-2129264906
ecfp7,1213,6292,Un6292,ECFP6:-2087874551
ecfp8,1214,6324,Un6324,ECFP6:-2000301424
ecfp9,1215,6352,Un6352,ECFP6:-1948933929
ecfp10,1216,6395,Un6395,ECFP6:-1878045537
ecfp11,1217,6418,Un6418,ECFP6:-1830567628
ecfp12,1218,6446,Un6446,ECFP6:-1765892857
ecfp13,1219,6478,Un6478,ECFP6:-1675366598
ecfp14,1220,6484,Un6484,ECFP6:-1659980306
ecfp15,1221,6514,Un6514,ECFP6:-1570124190
ecfp16,1222,6517,Un6517,ECFP6:-1562560787
ecfp17,1223,6534,Un6534,ECFP6:-1536459552
ecfp18,1224,6551,Un6551,ECFP6:-1495635308
ecfp19,1225,6557,Un6557,ECFP6:-1489063853
ecfp20,1226,6599,Un6599,ECFP6:-1395754589
ecfp21,1227,6603,Un6603,ECFP6:-1391505150
ecfp22,1228,6617,Un6617,ECFP6:-1366464498
ecfp23,1229,6640,Un6640,ECFP6:-1301889497
ecfp24,1230,6642,Un6642,ECFP6:-1297648925
ecfp25,1231,6703,Un6703,ECFP6:-1157819681
ecfp26,1232,6720,Un6720,ECFP6:-1122709075
ecfp27,1233,6728,Un6728,ECFP6:-1108206482
ecfp28,1234,6731,Un6731,ECFP6:-1103190781
ecfp29,1235,6742,Un6742,ECFP6:-1088873939
ecfp30,1236,6786,Un6786,ECFP6:-987457678
ecfp31,1237,6961,Un6961,ECFP6:-597732595
ecfp32,1238,6972,Un6972,ECFP6:-573249317
ecfp33,1239,7037,Un7037,ECFP6:-410245795
ecfp34,1240,7071,Un7071,ECFP6:-336138865
ecfp35,1241,7072,Un7072,ECFP6:-332411907
ecfp36,1242,7140,Un7140,ECFP6:-194354518
ecfp37,1243,7199,Un7199,ECFP6:-82877736
ecfp38,1244,7212,Un7212,ECFP6:-48888163
ecfp39,1245,7219,Un7219,ECFP6:-34457619
ecfp40,1246,7238,Un7238,ECFP6:13619651
ecfp41,1247,7250,Un7250,ECFP6:31424298
ecfp42,1248,7296,Un7296,ECFP6:151251816
ecfp43,1249,7302,Un7302,ECFP6:171766927
ecfp44,1250,7322,Un7322,ECFP6:203249653
ecfp45,1251,7340,Un7340,ECFP6:228265354
ecfp46,1252,7365,Un7365,ECFP6:266887770
ecfp47,1253,7424,Un7424,ECFP6:401570022
ecfp48,1254,7543,Un7543,ECFP6:686846582
ecfp49,1255,7657,Un7657,ECFP6:946843300
ecfp50,1256,7701,Un7701,ECFP6:1058938111
ecfp51,1257,7715,Un7715,ECFP6:1085981635
ecfp52,1258,7791,Un7791,ECFP6:1232154435
ecfp53,1259,7892,Un7892,ECFP6:1479434575
ecfp54,1260,7907,Un7907,ECFP6:1518383620
ecfp55,1261,7935,Un7935,ECFP6:1584485140
ecfp56,1262,8027,Un8027,ECFP6:1830314062
ecfp57,1263,8043,Un8043,ECFP6:1865038436
ecfp58,1264,8050,Un8050,ECFP6:1876404817
ecfp59,1265,8051,Un8051,ECFP6:1877262781
ecfp60,1266,8147,Un8147,ECFP6:2074714955
