fpType,absIndex,typeIndex,fpName,pos,neg,smarts,description
custom1,0,1,Un0,TRUE,TRUE,[+],
custom1,1,2,Un1,TRUE,TRUE,[-],
custom1,2,3,Un2,TRUE,TRUE,[#6][CX3](=O),
custom1,3,4,Un3,FALSE,TRUE,[CX3H1](=O)[#6],
custom1,4,5,Un4,TRUE,TRUE,[#6][CX3](=O)[#6],
custom1,5,6,Un5,TRUE,FALSE,[#6][CX3](=S),
custom1,9,7,Un9,FALSE,TRUE,"[#6,#1]C([#6,#1])=[N][N]([#6,#1])[#6,#1]",
custom1,13,8,Un13,FALSE,TRUE,"[#6,#1]C([#6,#1])=[N][O][#6]",
custom1,17,9,Un17,FALSE,TRUE,"[#6,#1]C([#6,#1])([OH])(O[#6])",
custom1,18,10,Un18,TRUE,TRUE,"[#6,#1]C([#6,#1])(O[#6])(O[#6])",
custom1,19,11,Un19,FALSE,TRUE,"[#6,#1]C([#6,#1])(N([#6,#1])[#6,#1])(O[#6])",
custom1,20,12,Un20,FALSE,TRUE,"[#6,#1]C([#6,#1])(N([#6,#1])[#6,#1])(N([#6,#1])[#6,#1])",
custom1,21,13,Un21,TRUE,TRUE,"[#6,#1]C([#6,#1])(N([#6,#1])[#6,#1])([S][#6])",
custom1,23,14,Un23,TRUE,TRUE,"[#6,#1]C([#6,#1])=C([#6,#1])N([#6,#1])[#6,#1]",
custom1,24,15,Un24,FALSE,TRUE,"[#6,#1]C([#6,#1])=C([#6,#1])[OH]",
custom1,25,16,Un25,TRUE,TRUE,"[#6,#1]C([#6,#1])=C([#6,#1])O[#6]",
custom1,26,17,Un26,TRUE,TRUE,[#6][OH],
custom1,27,18,Un27,TRUE,TRUE,C[OH],
custom1,28,19,Un28,TRUE,TRUE,[#6][CH2][OH],
custom1,29,20,Un29,TRUE,TRUE,[#6][CH]([#6])[OH],
custom1,30,21,Un30,TRUE,TRUE,[#6][C]([#6])([#6])[OH],
custom1,31,22,Un31,TRUE,TRUE,"[#6,#1]C([#6,#1])([OH])C([#6,#1])([#6,#1])[OH]",
custom1,32,23,Un32,TRUE,TRUE,"[#6,#1]C([#6,#1])([OH])C([#6,#1])([#6,#1])[NH2]",
custom1,33,24,Un33,TRUE,TRUE,c[OH],
custom1,34,25,Un34,TRUE,TRUE,[OH]cc[OH],
custom1,36,26,Un36,TRUE,TRUE,[#6]O[#6],
custom1,37,27,Un37,TRUE,TRUE,COC,
custom1,38,28,Un38,TRUE,TRUE,cOC,
custom1,39,29,Un39,TRUE,TRUE,cOc,
custom1,40,30,Un40,TRUE,TRUE,[#6]S[#6],
custom1,41,31,Un41,FALSE,TRUE,[#6]SS[#6],
custom1,44,32,Un44,TRUE,TRUE,[a],
custom1,45,33,Un45,TRUE,TRUE,"[!#6;$([N,O,S,F,Cl,Br,I,P])]",
custom1,46,34,Un46,TRUE,TRUE,"[!#6;!$([+0]);!$([F,Cl,Br,I]);!$([o,s,nX3]);!$([Nv5,Pv5,Sv4,Sv6])]",
custom1,47,35,Un47,TRUE,TRUE,"[$([N,O;!H0]),$(N(C)(C)C)]",(Aliphatic_N)
custom1,48,36,Un48,TRUE,TRUE,[R],
custom1,49,37,Un49,TRUE,TRUE,"[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C[$([O;$([H1&-0,H0&-1])])]);$(C[#6,#1])])]",
custom1,50,38,Un50,TRUE,TRUE,"[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)O[#6]);$(C[#6,#1])])]",
custom1,51,39,Un51,TRUE,TRUE,"[$([N;+0,+1;$(N(=O)~[O;H0;-0,-1])])]",
custom1,52,40,Un52,TRUE,TRUE,[$([C;$(C#[N;D1])])],
custom1,53,41,Un53,TRUE,TRUE,[$([N;!$(N*=[!#6])]);$(N[$([a])]);!$(N~[!#6])],
custom1,54,42,Un54,TRUE,TRUE,[$([N;$(N[$([$([C;$(C=[$([O;D1;$(O=C)])])]);$(C(=O)(N)N)])])])],
substructure,55,1,Un55,TRUE,TRUE,[CX4H3][#6],(Primary_carbon)
substructure,56,2,Un56,TRUE,TRUE,[CX4H2]([#6])[#6],(Secondary_carbon)
substructure,57,3,Un57,TRUE,TRUE,[CX4H1]([#6])([#6])[#6],(Tertiary_carbon)
substructure,58,4,Un58,TRUE,TRUE,[CX4]([#6])([#6])([#6])[#6],(Quaternary_carbon)
substructure,59,5,Un59,TRUE,TRUE,"[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]=[CX3;$([H2]),$([H1][#6]),$(C([#6])[#6])]",(Alkene)
substructure,60,6,Un60,FALSE,TRUE,[CX2]#[CX2],(Alkyne)
substructure,62,8,Un62,TRUE,TRUE,[ClX1][CX4],(Alkylchloride)
substructure,63,9,Un63,TRUE,TRUE,[FX1][CX4],(Alkylfluoride)
substructure,64,10,Un64,TRUE,FALSE,[BrX1][CX4],(Alkylbromide)
substructure,66,12,Un66,TRUE,TRUE,"[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15])]",(Alcohol)
substructure,70,16,Un70,TRUE,TRUE,"[OX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])]",(Dialkylether)
substructure,71,17,Un71,TRUE,TRUE,"[SX2]([CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([OX2])[O,S,#7,#15])]",(Dialkylthioether)
substructure,72,18,Un72,TRUE,TRUE,"[OX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])]",(Alkylarylether)
substructure,74,20,Un74,TRUE,TRUE,"[SX2](c)[CX4;!$(C([OX2])[O,S,#7,#15,F,Cl,Br,I])]",(Alkylarylthioether)
substructure,75,21,Un75,TRUE,TRUE,[c][SX2][c],(Diarylthioether)
substructure,77,23,Un77,TRUE,TRUE,"[NX3+0,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])]",(Amine)
substructure,78,24,Un78,TRUE,TRUE,"[NX3H2+0,NX4H3+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])]",(Primary_aliph_amine)
substructure,79,25,Un79,TRUE,TRUE,"[NX3H1+0,NX4H2+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])]",(Secondary_aliph_amine)
substructure,80,26,Un80,TRUE,TRUE,"[NX3H0+0,NX4H1+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])]",(Tertiary_aliph_amine)
substructure,81,27,Un81,TRUE,TRUE,"[NX4H0+;!$([N][!C]);!$([N]*~[#7,#8,#15,#16])]",(Quaternary_aliph_ammonium)
substructure,82,28,Un82,TRUE,TRUE,"[NX3H2+0,NX4H3+]c",(Primary_arom_amine)
substructure,83,29,Un83,TRUE,TRUE,"[NX3H1+0,NX4H2+;!$([N][!c]);!$([N]*~[#7,#8,#15,#16])]",(Secondary_arom_amine)
substructure,86,32,Un86,FALSE,TRUE,"[NX3H1+0,NX4H2+;$([N]([c])[C]);!$([N]*~[#7,#8,#15,#16])]",(Secondary_mixed_amine)
substructure,87,33,Un87,TRUE,TRUE,"[NX3H0+0,NX4H1+;$([N]([c])([C])[#6]);!$([N]*~[#7,#8,#15,#16])]",(Tertiary_mixed_amine)
substructure,89,35,Un89,TRUE,TRUE,"[N+;!$([N]~[!#6]);!$(N=*);!$([N]*~[#7,#8,#15,#16])]",(Ammonium)
substructure,90,36,Un90,TRUE,TRUE,"[SX2H][CX4;!$(C([SX2H])~[O,S,#7,#15])]",(Alkylthiol)
substructure,91,37,Un91,TRUE,TRUE,"[SX2]([CX4;!$(C([SX2])[O,S,#7,#15,F,Cl,Br,I])])[CX4;!$(C([SX2])[O,S,#7,#15])]",(Dialkylthioether)
substructure,92,38,Un92,TRUE,TRUE,"[SX2](c)[CX4;!$(C([SX2])[O,S,#7,#15])]",(Alkylarylthioether)
substructure,93,39,Un93,FALSE,TRUE,[SX2D2][SX2D2],(Disulfide)
substructure,94,40,Un94,TRUE,TRUE,"[OX2H][CX4;!$(C([OX2H])[O,S,#7,#15,F,Cl,Br,I])][CX4;!$(C([N])[O,S,#7,#15])][NX3;!$(NC=[O,S,N])]","(1,2-Aminoalcohol)"
substructure,106,52,Un106,TRUE,TRUE,"[NX2;$([N][#6]),$([NH]);!$([N][CX3]=[#7,#8,#15,#16])]=[CX3;$([CH2]),$([CH][#6]),$([C]([#6])[#6])]",(Imine)
substructure,109,55,Un109,FALSE,TRUE,"[NX2](=[CX3;$([CH2]),$([CH][#6]),$([C]([#6])[#6])])[OX2][#6;!$(C=[#7,#8])]",(Oximether)
substructure,110,56,Un110,TRUE,TRUE,"[OX2]([#6;!$(C=[O,S,N])])[CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])]",(Acetal)
substructure,111,57,Un111,FALSE,TRUE,"[OX2H][CX4;!$(C(O)(O)[!#6])][OX2][#6;!$(C=[O,S,N])]",(Hemiacetal)
substructure,116,62,Un116,TRUE,TRUE,"[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1]",(Halogen_acetal_like)
substructure,117,63,Un117,TRUE,TRUE,"[NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])]",(Acetal_like)
substructure,119,65,Un119,TRUE,TRUE,"[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])]",(NOS_methylen_ester_and_similar)
substructure,120,66,Un120,TRUE,FALSE,"[NX3v3,SX2,OX2;$(**=[#7,#8,#15,#16])][CX4;!$(C([N,S,O])([N,S,O])[!#6])][FX1,ClX1,BrX1,IX1,NX3v3,SX2,OX2;!$(*C=[#7,#8,#15,#16])]",(Hetero_methylen_ester_and_similar)
substructure,122,68,Un122,TRUE,TRUE,[ClX1][CX3]=[CX3],(Chloroalkene)
substructure,126,72,Un126,FALSE,TRUE,"[OX2H][CX3;$([H1]),$(C[#6])]=[CX3]",(Enol)
substructure,128,74,Un128,TRUE,TRUE,"[OX2]([#6;!$(C=[N,O,S])])[CX3;$([H0][#6]),$([H1])]=[CX3]",(Enolether)
substructure,129,75,Un129,FALSE,TRUE,"[OX2]([CX3]=[OX1])[#6X3;$([#6][#6]),$([H1])]=[#6X3;!$(C[OX2H])]",(Enolester)
substructure,130,76,Un130,TRUE,TRUE,"[NX3;$([NH2][CX3]),$([NH1]([CX3])[#6]),$([N]([CX3])([#6])[#6]);!$([N]*=[#7,#8,#15,#16])][CX3;$([CH]),$([C][#6])]=[CX3]",(Enamine)
substructure,139,85,Un139,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[OX2][#6;!$(C=[O,N,S])]",(Carboxylic_ester)
substructure,140,86,Un140,TRUE,TRUE,"[#6][#6X3R](=[OX1])[#8X2][#6;!$(C=[O,N,S])]",(Lactone)
substructure,142,88,Un142,TRUE,TRUE,"[$([#6X3H0][#6]),$([#6X3H])](=[!#6])[!#6]",(Carboxylic_acid_derivative)
substructure,144,90,Un144,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[SX2][#6;!$(C=[O,N,S])]",(Carbothioic_S_ester)
substructure,152,98,Un152,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]",(Amide)
substructure,153,99,Un153,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[NX3H2]",(Primary_amide)
substructure,154,100,Un154,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H1][#6;!$(C=[O,N,S])]",(Secondary_amide)
substructure,155,101,Un155,TRUE,TRUE,"[CX3;$([R0][#6]),$([H1R0])](=[OX1])[#7X3H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])]",(Tertiary_amide)
substructure,156,102,Un156,TRUE,TRUE,"[#6R][#6X3R](=[OX1])[#7X3;$([H1][#6;!$(C=[O,N,S])]),$([H0]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]",(Lactam)
substructure,157,103,Un157,FALSE,TRUE,"[#6X3;$([H0][#6]),$([H1])](=[OX1])[#7X3H0]([#6])[#6X3;$([H0][#6]),$([H1])](=[OX1])",(Alkyl_imide)
substructure,159,105,Un159,FALSE,TRUE,"[#6X3;$([H0][#6]),$([H1])](=[OX1])[#7X3H1][#6X3;$([H0][#6]),$([H1])](=[OX1])",(Imide_acidic)
substructure,160,106,Un160,TRUE,FALSE,"[$([CX3;!R][#6]),$([CX3H;!R])](=[SX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]",(Thioamide)
substructure,163,109,Un163,FALSE,TRUE,"[NX3;!$(NC=[O,S])][CX3;$([CH]),$([C][#6])]=[NX2;!$(NC=[O,S])]",(Amidine)
substructure,164,110,Un164,TRUE,TRUE,"[CX3;$([H0][#6]),$([H1])](=[OX1])[#7X3;$([H1]),$([H0][#6;!$(C=[O,N,S])])][$([OX2H]),$([OX1-])]",(Hydroxamic_acid)
substructure,169,115,Un169,TRUE,TRUE,"[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[OX2][#6;!$(C=[O,N,S])]",(Imidolactone)
substructure,173,119,Un173,FALSE,TRUE,"[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[SX2][#6;!$(C=[O,N,S])]",(Imidothiolactone)
substructure,175,121,Un175,TRUE,TRUE,"[#6][#6X3R;$([H0](=[NX2;!$(N(=[#6X3][#7X3])C=[O,S])])[#7X3;!$(N([#6X3]=[#7X2])C=[O,S])]),$([H0](-[NX3;!$(N([#6X3]=[#7X2])C=[O,S])])=,:[#7X2;!$(N(=[#6X3][#7X3])C=[O,S])])]",(Imidolactam)
substructure,177,123,Un177,TRUE,TRUE,"[#6R][#6X3R](=,:[#7X2;$([H1]),$([H0][#6;!$(C=[O,N,S])])])[FX1,ClX1,BrX1,IX1]",(Imidoylhalide_cyclic)
substructure,179,125,Un179,TRUE,TRUE,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[OX2H,OX1-]",(Alpha_aminoacid)
substructure,180,126,Un180,FALSE,TRUE,"[OX2H][C][CX3](=[OX1])[OX2H,OX1-]",(Alpha_hydroxyacid)
substructure,181,127,Un181,TRUE,TRUE,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])]",(Peptide_middle)
substructure,182,128,Un182,TRUE,TRUE,"[NX3;$([N][CX3](=[OX1])[C][NX3,NX4+])][C][CX3](=[OX1])[OX2H,OX1-]",(Peptide_C_term)
substructure,183,129,Un183,TRUE,TRUE,"[NX3,NX4+;!$([N]~[!#6]);!$([N]*~[#7,#8,#15,#16])][C][CX3](=[OX1])[NX3;$([N][C][CX3](=[OX1])[NX3,OX2,OX1-])]",(Peptide_N_term)
substructure,189,135,Un189,TRUE,TRUE,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#7,#8,#16,F,Cl,Br,I]",(Vinylogous_carbonyl_or_carboxyl_derivative)
substructure,190,136,Un190,TRUE,TRUE,"[#6X3](=[OX1])[#6X3]=,:[#6X3][$([OX2H]),$([OX1-])]",(Vinylogous_acid)
substructure,191,137,Un191,TRUE,TRUE,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#6;!$(C=[O,N,S])]",(Vinylogous_ester)
substructure,192,138,Un192,TRUE,TRUE,"[#6X3](=[OX1])[#6X3]=,:[#6X3][#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]",(Vinylogous_amide)
substructure,193,139,Un193,TRUE,TRUE,"[#6X3](=[OX1])[#6X3]=,:[#6X3][FX1,ClX1,BrX1,IX1]",(Vinylogous_halide)
substructure,197,143,Un197,TRUE,TRUE,[!#6][#6X3](=[!#6])[!#6],(Carbonic_acid_derivatives)
substructure,201,147,Un201,TRUE,TRUE,[#7X3;!$([#7][!#6])][#6X3](=[OX1])[#7X3;!$([#7][!#6])],(Urea)
substructure,202,148,Un202,TRUE,TRUE,[#7X3;!$([#7][!#6])][#6X3](=[SX1])[#7X3;!$([#7][!#6])],(Thiourea)
substructure,204,150,Un204,TRUE,TRUE,"[#7X2;!$([#7][!#6])]=,:[#6X3]([#16X2&!$([#16][!#6]),SX1-])[#7X3;!$([#7][!#6])]",(Isothiourea)
substructure,205,151,Un205,TRUE,TRUE,"[N;v3X3,v4X4+][CX3](=[N;v3X2,v4X3+])[N;v3X3,v4X4+]",(Guanidine)
substructure,207,153,Un207,TRUE,TRUE,[#7X3][#6](=[OX1])[#8X2][#6],(Urethan)
substructure,213,159,Un213,FALSE,TRUE,[#7X3][#7X3][#6X3]([#7X3;!$([#7][#7])])=[SX1],(Thiosemicarbazide)
substructure,225,171,Un225,TRUE,TRUE,[Cl][c],(Arylchloride)
substructure,226,172,Un226,TRUE,TRUE,[F][c],(Arylfluoride)
substructure,227,173,Un227,TRUE,TRUE,[Br][c],(Arylbromide)
substructure,228,174,Un228,TRUE,TRUE,[I][c],(Aryliodide)
substructure,230,176,Un230,FALSE,TRUE,"[c]=[NX2;$([H1]),$([H0][#6;!$([C]=[N,S,O])])]",(Iminoarene)
substructure,231,177,Un231,TRUE,TRUE,[c]=[OX1],(Oxoarene)
substructure,232,178,Un232,TRUE,TRUE,[c]=[SX1],(Thioarene)
substructure,233,179,Un233,TRUE,TRUE,[nX3H1+0],(Hetero_N_basic_H)
substructure,234,180,Un234,TRUE,TRUE,[nX3H0+0],(Hetero_N_basic_no_H)
substructure,235,181,Un235,TRUE,TRUE,"[nX2,nX3+]",(Hetero_N_nonbasic)
substructure,236,182,Un236,TRUE,TRUE,[o],(Hetero_O)
substructure,237,183,Un237,TRUE,TRUE,[sX2],(Hetero_S)
substructure,238,184,Un238,TRUE,TRUE,[a;!c],(Heteroaromatic)
substructure,242,188,Un242,TRUE,TRUE,"[$([NX3](=O)=O),$([NX3+](=O)[O-])][!#8]",(Nitro)
substructure,252,198,Un252,FALSE,TRUE,"[NX3;$([H2]),$([H1][#6]),$([H0]([#6])[#6]);!$(NC=[O,N,S])][NX2]=[#6]",(Hydrazone)
substructure,254,200,Un254,FALSE,TRUE,"[$([SX4](=[OX1])(=[OX1])([#6])[#6]),$([SX4+2]([OX1-])([OX1-])([#6])[#6])]",(Sulfon)
substructure,255,201,Un255,FALSE,TRUE,"[$([SX3](=[OX1])([#6])[#6]),$([SX3+]([OX1-])([#6])[#6])]",(Sulfoxide)
substructure,258,204,Un258,TRUE,TRUE,"[SX4](=[OX1])(=[OX1])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]",(Sulfuric_monoester)
substructure,263,209,Un263,TRUE,TRUE,[SX4D4](=[!#6])(=[!#6])([!#6])[!#6],(Sulfuric_derivative)
substructure,264,210,Un264,TRUE,TRUE,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[$([OX2H]),$([OX1-])]",(Sulfonic_acid)
substructure,265,211,Un265,TRUE,TRUE,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[#7X3;$([H2]),$([H1][#6;!$(C=[O,N,S])]),$([#7]([#6;!$(C=[O,N,S])])[#6;!$(C=[O,N,S])])]",(Sulfonamide)
substructure,266,212,Un266,TRUE,FALSE,"[SX4;$([H1]),$([H0][#6])](=[OX1])(=[OX1])[OX2][#6;!$(C=[O,N,S])]",(Sulfonic_ester)
substructure,268,214,Un268,TRUE,TRUE,"[SX4;$([H1]),$([H0][#6])](=[!#6])(=[!#6])[!#6]",(Sulfonic_derivative)
substructure,278,224,Un278,TRUE,TRUE,"[SX2;$([H1]),$([H0][#6])][!#6]",(Sulfenic_derivative)
substructure,283,229,Un283,TRUE,TRUE,"[PX4;$([H1]),$([H0][#6])](=[OX1])([$([OX2H]),$([OX1-])])[$([OX2H]),$([OX1-])]",(Phosphonic_acid)
substructure,289,235,Un289,TRUE,TRUE,"[PX4;$([H1]),$([H0][#6])](=[!#6])([!#6])[!#6]",(Phosphonic_acid_derivative)
substructure,291,237,Un291,TRUE,TRUE,"[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([$([OX2H]),$([OX1-])])[OX2][#6;!$(C=[O,N,S])]",(Phosphoric_monoester)
substructure,292,238,Un292,TRUE,TRUE,"[PX4D4](=[OX1])([$([OX2H]),$([OX1-])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]",(Phosphoric_diester)
substructure,293,239,Un293,TRUE,FALSE,"[PX4D4](=[OX1])([OX2][#6;!$(C=[O,N,S])])([OX2][#6;!$(C=[O,N,S])])[OX2][#6;!$(C=[O,N,S])]",(Phosphoric_triester)
substructure,300,246,Un300,TRUE,TRUE,[PX4D4](=[!#6])([!#6])([!#6])[!#6],(Phosphoric_acid_derivative)
substructure,329,275,Un329,TRUE,TRUE,[!#6;!R0],(Heterocyclic)
substructure,330,276,Un330,TRUE,TRUE,[OX2r3]1[#6r3][#6r3]1,(Epoxide)
substructure,332,278,Un332,TRUE,TRUE,[D4R;$(*(@*)(@*)(@*)@*)],(Spiro)
substructure,333,279,Un333,TRUE,TRUE,[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])],(Annelated_rings)
substructure,334,280,Un334,TRUE,TRUE,[R;$(*(@*)(@*)@*);!$([D4R;$(*(@*)(@*)(@*)@*)]);!$([R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])]@[R;$(*(@*)(@*)@*);!$([R2;$(*(@*)(@*)(@*)@*)])])],(Bridged_rings)
substructure,335,281,Un335,TRUE,TRUE,"[OX2;$([r5]1@C@C@C(O)@C1),$([r6]1@C@C@C(O)@C(O)@C1)]",(Sugar_pattern_1)
substructure,336,282,Un336,TRUE,TRUE,"[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C@C@C1)]",(Sugar_pattern_2)
substructure,337,283,Un337,TRUE,TRUE,"[OX2;$([r5]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C1),$([r6]1@C(!@[OX2,NX3,SX2,FX1,ClX1,BrX1,IX1])@C@C(O)@C(O)@C1)]",(Sugar_pattern_combi)
substructure,338,284,Un338,TRUE,TRUE,"[OX2;$([r5]1@C(!@[OX2H1])@C@C@C1),$([r6]1@C(!@[OX2H1])@C@C@C@C1)]",(Sugar_pattern_2_reducing)
substructure,341,287,Un341,TRUE,TRUE,"*=*[*]=,#,:[*]",(Conjugated_double_bond)
substructure,342,288,Un342,TRUE,TRUE,"*#*[*]=,#,:[*]",(Conjugated_tripple_bond)
substructure,345,291,Un345,TRUE,TRUE,"[$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))][#8X2][$(*=O),$([#16,#14,#5]),$([#7]([#6]=[OX1]))]",(Mixed_anhydrides)
substructure,348,294,Un348,TRUE,TRUE,"[FX1][CX4;!$([H0][Cl,Br,I]);!$([F][C]([F])([F])[F])]([FX1])([FX1])",(Trifluoromethyl)
substructure,349,295,Un349,TRUE,FALSE,"[#6]~[#7,#8,#16]",(C_ONS_bond)
substructure,350,296,Un350,TRUE,TRUE,[!+0],(Charged)
substructure,354,300,Un354,TRUE,TRUE,"[$([#7X2,OX1,SX1]=*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=*),$([#7X3,OX2,SX2;!H0]*:n)]","(1,3-Tautomerizable)"
substructure,355,301,Un355,TRUE,TRUE,"[$([#7X2,OX1,SX1]=,:**=,:*[!H0;!$([a;!n])]),$([#7X3,OX2,SX2;!H0]*=**=*),$([#7X3,OX2,SX2;!H0]*=,:**:n)]","(1,5-Tautomerizable)"
substructure,356,302,Un356,TRUE,TRUE,[!$(*#*)&!D1]-!@[!$(*#*)&!D1],(Rotatable_bond)
substructure,357,303,Un357,TRUE,TRUE,"[CX3]=[CX3][$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-])]",(Michael_acceptor)
substructure,359,305,Un359,TRUE,TRUE,"[$([CX4;!$([H0]);!$(C[!#6;!$([P,S]=O);!$(N(~O)~O)])][$([CX3]=[O,N,S]),$(C#[N]),$([S,P]=[OX1]),$([NX3]=O),$([NX3+](=O)[O-]);!$(*[S,O,N;H1,H2]);!$([*+0][S,O;X1-])]),$([CX4;!$([H0])]1[CX3]=[CX3][CX3]=[CX3]1)]",(CH-acidic)
substructure,361,307,Un361,TRUE,TRUE,"[$([*@](~*)(~*)(*)*),$([*@H](*)(*)*),$([*@](~*)(*)*),$([*@H](~*)~*)]",(Chiral_center_specified)
maccs,369,8,Un369,TRUE,TRUE,[!#6;!#1]1~*~*~*~1,
maccs,372,11,Un372,TRUE,TRUE,*1~*~*~*~1,
maccs,374,13,Un374,FALSE,TRUE,[#8]~[#7](~[#6])~[#6],
maccs,375,14,Un375,TRUE,TRUE,[#16]-[#16],
maccs,377,16,Un377,TRUE,TRUE,[!#6;!#1]1~*~*~1,
maccs,380,19,Un380,TRUE,TRUE,*1~*~*~*~*~*~*~1,
maccs,382,21,Un382,TRUE,TRUE,[#6]=[#6](~[!#6;!#1])~[!#6;!#1],
maccs,383,22,Un383,TRUE,TRUE,*1~*~*~1,
maccs,384,23,Un384,TRUE,TRUE,[#7]~[#6](~[#8])~[#8],
maccs,385,24,Un385,TRUE,TRUE,[#7]-[#8],
maccs,386,25,Un386,TRUE,TRUE,[#7]~[#6](~[#7])~[#7],
maccs,387,26,Un387,TRUE,TRUE,[#6]=;@[#6](@*)@*,
maccs,388,27,Un388,TRUE,FALSE,[I],
maccs,389,28,Un389,TRUE,TRUE,[!#6;!#1]~[CH2]~[!#6;!#1],
maccs,391,30,Un391,TRUE,TRUE,[#6]~[!#6;!#1](~[#6])(~[#6])~*,
maccs,393,32,Un393,TRUE,TRUE,[#6]~[#16]~[#7],
maccs,394,33,Un394,TRUE,TRUE,[#7]~[#16],
maccs,395,34,Un395,TRUE,TRUE,[CH2]=*,
maccs,397,36,Un397,TRUE,TRUE,[#16R],
maccs,398,37,Un398,TRUE,TRUE,[#7]~[#6](~[#8])~[#7],
maccs,399,38,Un399,TRUE,TRUE,[#7]~[#6](~[#6])~[#7],
maccs,400,39,Un400,TRUE,TRUE,[#8]~[#16](~[#8])~[#8],
maccs,401,40,Un401,TRUE,TRUE,[#16]-[#8],
maccs,402,41,Un402,TRUE,TRUE,[#6]#[#7],
maccs,404,43,Un404,TRUE,TRUE,[!C;!c;!#1;!H0]~*~[!C;!c;!#1;!H0],
maccs,406,45,Un406,TRUE,TRUE,[#6]=[#6]~[#7],
maccs,407,46,Un407,TRUE,TRUE,Br,
maccs,408,47,Un408,TRUE,TRUE,[#16]~*~[#7],
maccs,409,48,Un409,TRUE,TRUE,[#8]~[!#6;!#1](~[#8])(~[#8]),
